         *         *         *         *         *         *         *     0.000         *         *         *         *    -0.401     0.712    1
     0.000     0.000    -2.000    -2.000    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -3.000    -2.422     0.322  626
     1.000    -1.000     0.000    -1.000    -2.000    -2.000     0.000     1.000    -1.000    -1.000     1.000     0.000    -0.509     0.322  627
     2.000     2.000     1.000     1.000     2.000     1.000     2.000     1.000     1.000     1.000     2.000     1.000     0.791     0.322  628
     3.000    -2.000     2.000     2.000    -2.000     0.000     1.000     1.000     1.000     1.000     2.000     1.000     0.497     0.322  629
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  630
     1.000     3.000     2.000     3.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     1.000     0.977     0.322  631
     1.000     1.000     1.000     0.000     0.000     0.000     1.000     2.000     1.000     2.000     3.000     3.000     0.975     0.322  632
     2.000     2.000     2.000     0.000     2.000    -2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.037     0.322  633
     0.000    -1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.499     0.322  634
     0.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.230     0.322  635
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322  636
         *         *     2.000     2.000         *         *     2.000    -2.000    -2.000    -2.000     2.000    -2.000    -0.442     0.345  637
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000    -0.140     0.322  638
    -3.000         *         *    -3.000    -3.000         *     2.000    -3.000    -3.000    -3.000         *    -3.000    -2.195     0.377  639
     3.000    -2.000     1.000     2.000    -1.000    -2.000    -2.000     1.000    -1.000     0.000    -1.000    -2.000    -0.921     0.322  640
     2.000    -3.000         *    -3.000    -2.000    -3.000    -3.000     2.000     1.000     3.000     0.000     0.000    -0.557     0.327  641
         *         *         *     0.000    -1.000    -3.000     0.000    -1.000    -2.000    -2.000     0.000    -1.000    -1.243     0.353  642
     2.000    -2.000     1.000     0.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     2.000     0.607     0.322  643
     3.000    -2.000     0.000     2.000    -1.000    -2.000    -2.000    -2.000     1.000     0.000     0.000    -2.000    -0.926     0.322  644
    -2.000    -3.000    -2.000    -2.000    -3.000    -2.000    -2.000    -2.000     0.000    -2.000    -3.000    -3.000    -2.279     0.322  645
     2.000     0.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.237     0.322  646
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322  647
     2.000     2.000     2.000     1.000    -1.000     1.000     2.000     1.000     2.000     1.000     1.000     0.000     0.653     0.322  648
     2.000     0.000     3.000     3.000     2.000     2.000     2.000     1.000     1.000     0.000     2.000     2.000     0.898     0.322  649
    -3.000    -3.000    -3.000     0.000    -3.000    -3.000    -3.000     0.000    -3.000    -1.000     0.000     0.000    -1.744     0.322  650
     2.000    -1.000     0.000     0.000     0.000     0.000     2.000     2.000     3.000     3.000     1.000     1.000     0.745     0.322  651
     0.000    -1.000     0.000     0.000    -2.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000    -0.083     0.322  652
     0.000    -3.000    -3.000     0.000    -2.000    -2.000    -2.000     0.000    -2.000     0.000     2.000     0.000    -0.970     0.322  653
     3.000     3.000     0.000     1.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.146     0.322  654
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  655
     2.000     2.000     1.000     1.000     1.000     1.000     2.000     2.000     2.000     2.000     1.000     1.000     0.892     0.322  656
     2.000     1.000     3.000     2.000     2.000     0.000     2.000     2.000     2.000     2.000     2.000     1.000     1.079     0.322  657
     3.000     3.000     3.000     2.000     2.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     1.996     0.322  658
     2.000     1.000     1.000     0.000     0.000     0.000     0.000     2.000     0.000     0.000     0.000     2.000     0.151     0.322  659
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  660
     2.000     0.000     1.000     2.000     0.000     0.000     1.000     1.000     2.000     2.000     1.000     1.000     0.555     0.322  661
     3.000     3.000     3.000     0.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.254     0.322  662
     0.000    -3.000    -3.000     0.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.732     0.322  663
     2.000     2.000     2.000     0.000     0.000     0.000     1.000     1.000     2.000     1.000     1.000     2.000     0.671     0.322  664
     1.000     2.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     2.000     2.000     2.000     1.050     0.322  665
     3.000     2.000     3.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     1.973     0.322  666
     2.000     2.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.958     0.322  667
    -2.000    -3.000    -2.000     0.000    -2.000         *     0.000     0.000     1.000     0.000     0.000     0.000    -0.816     0.325  668
    -2.000    -3.000    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.897     0.322  669
     2.000     0.000     0.000    -3.000    -3.000     0.000     0.000     1.000     2.000     1.000     1.000     2.000     0.209     0.322  670
     1.000     1.000         *    -1.000    -3.000    -3.000     0.000     1.000     0.000     0.000         *     0.000    -0.330     0.357  671
     1.000    -1.000     0.000    -1.000    -1.000    -1.000    -1.000    -1.000    -1.000    -1.000     1.000    -1.000    -0.849     0.322  672
         *         *         *         *         *         *     0.000     0.000     3.000     0.000         *         *     0.089     0.466  673
     0.000    -2.000    -1.000     0.000     0.000     0.000     0.000     1.000    -2.000     0.000     0.000     0.000    -0.689     0.322  674
    -3.000    -3.000    -3.000    -2.000    -2.000    -3.000     3.000     2.000     2.000     2.000     3.000     2.000     0.334     0.322  675
     2.000     1.000     1.000     0.000     0.000     1.000     2.000    -1.000     0.000    -1.000     2.000     1.000     0.250     0.322  676
     2.000     1.000     1.000    -1.000    -1.000     1.000     2.000     3.000     3.000     2.000     2.000     3.000     1.257     0.322  677
     1.000     2.000     2.000     0.000    -1.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.028     0.322  678
     2.000     2.000     2.000     1.000     1.000     1.000     2.000     1.000     1.000     2.000     1.000     1.000     0.758     0.322  679
     1.000     0.000     0.000     0.000    -2.000     0.000     1.000     1.000     2.000     2.000     1.000     0.000     0.265     0.322  680
     3.000     3.000     3.000     3.000     3.000     3.000     1.000     1.000     2.000     1.000     3.000     3.000     1.473     0.322  681
    -3.000    -3.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000    -2.000    -2.000     0.000    -1.704     0.322  682
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    -0.200     0.322  683
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  684
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000    -1.000     0.000     0.000     0.000    -0.481     0.322  685
     1.000    -2.000     1.000    -1.000    -3.000     0.000    -1.000    -3.000     0.000    -3.000     1.000    -3.000    -1.283     0.322  686
     1.000    -2.000     0.000     0.000     0.000     0.000     2.000     2.000    -2.000     2.000     2.000     2.000     0.356     0.322  687
     3.000     3.000     2.000     3.000     3.000     2.000     2.000     3.000     3.000     1.000     2.000     0.000     1.338     0.322  688
     0.000    -1.000     0.000    -1.000    -2.000    -2.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.636     0.322  689
    -3.000    -3.000    -2.000    -3.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.293     0.322  690
     1.000    -1.000     3.000    -2.000    -3.000     0.000     2.000     2.000     2.000     3.000     2.000     3.000     0.978     0.322  691
         *         *     3.000         *         *         *    -3.000    -3.000         *         *         *         *    -1.713     0.511  692
     2.000     1.000     2.000     2.000    -2.000     1.000     2.000     0.000     1.000    -1.000     1.000     0.000     0.286     0.322  693
     1.000    -3.000     1.000     1.000         *         *     0.000     1.000    -1.000    -2.000     1.000     0.000    -0.496     0.327  694
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000     2.000     2.000    -2.000    -0.007     0.322  695
     0.000    -2.000    -1.000     0.000    -1.000    -2.000     0.000     0.000     1.000     0.000     1.000     0.000    -0.464     0.322  696
         *    -3.000    -3.000    -3.000    -3.000    -3.000     1.000     2.000     2.000     0.000    -2.000     2.000    -0.687     0.328  697
     3.000     3.000     1.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     2.000     3.000     1.793     0.322  698
         *         *         *         *         *         *    -2.000    -2.000    -2.000    -2.000    -2.000    -3.000    -2.325     0.374  699
     2.000    -3.000     2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000         *    -1.909     0.341  700
     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.265     0.322  701
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     1.000     0.000    -0.053     0.322  702
     3.000     2.000     1.000     3.000     1.000     1.000     2.000     3.000     2.000     2.000     2.000     2.000     1.348     0.322  703
     2.000     1.000     3.000     2.000     1.000     2.000     2.000     3.000     2.000     3.000     3.000     2.000     1.555     0.322  704
     0.000    -2.000     2.000     0.000    -1.000    -2.000     1.000     3.000     2.000     2.000     2.000     2.000     0.642     0.322  705
    -1.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -3.000    -3.000    -3.000    -2.000    -2.000    -2.540     0.322  706
     3.000     3.000     3.000     1.000    -1.000     1.000     2.000     2.000     1.000     2.000     2.000     3.000     1.325     0.322  707
     0.000     0.000    -2.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.071     0.322  708
     1.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000    -2.000    -2.000     0.000    -2.000    -1.290     0.322  709
    -3.000    -3.000    -2.000     0.000     0.000     0.000     1.000     1.000    -2.000    -2.000     1.000     1.000    -0.758     0.322  710
     1.000    -1.000     1.000     0.000    -1.000    -1.000     1.000     0.000    -1.000     0.000     0.000     0.000    -0.427     0.322  711
     3.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     2.032     0.322  712
         *         *         *     0.000     0.000     0.000         *         *         *         *     0.000         *    -0.319     0.571  713
     0.000     0.000     0.000    -2.000    -2.000    -2.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.468     0.322  714
    -3.000    -3.000    -3.000    -2.000    -2.000    -2.000     2.000     0.000    -3.000    -2.000    -2.000    -3.000    -1.864     0.322  715
     3.000     0.000     3.000    -2.000    -2.000    -2.000     1.000     2.000     0.000     2.000     3.000     1.000     0.667     0.322  716
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     0.000     3.000     1.686     0.322  717
     2.000     1.000     1.000     0.000     0.000     0.000     3.000     3.000     0.000     2.000     2.000     1.000     0.918     0.322  719
     0.000     0.000    -1.000     0.000    -2.000    -2.000     2.000    -2.000     2.000     2.000     2.000     0.000     0.060     0.322  720
     0.000     0.000     0.000    -1.000    -1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.486     0.322  721
    -2.000    -3.000    -2.000    -2.000    -2.000    -3.000    -2.000    -2.000    -2.000    -1.000    -2.000    -2.000    -2.169     0.322  722
    -2.000     0.000     1.000    -2.000    -3.000     0.000     0.000     0.000     1.000    -1.000     1.000     0.000    -0.447     0.322  723
     2.000     0.000     2.000     0.000     0.000     0.000     1.000     2.000     0.000     2.000     2.000     1.000     0.593     0.322  724
     2.000    -2.000     3.000     1.000     1.000     0.000     0.000     1.000    -3.000    -1.000     2.000    -1.000    -0.316     0.322  725
     2.000     1.000     2.000    -2.000    -2.000     2.000     2.000     1.000     2.000    -2.000     2.000    -2.000     0.244     0.322  726
     1.000    -2.000     0.000     0.000    -2.000     0.000     0.000    -1.000     0.000     0.000     1.000     0.000    -0.475     0.322  727
     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.055     0.322  728
     0.000    -2.000     1.000    -3.000    -3.000    -3.000     1.000    -1.000     1.000    -1.000    -2.000    -1.000    -1.122     0.322  730
     2.000    -2.000     1.000    -2.000    -2.000    -2.000     2.000     2.000         *         *     2.000     2.000     0.512     0.349  731
     3.000     1.000     2.000     3.000     1.000     2.000     3.000     1.000     2.000     3.000     2.000     2.000     1.376     0.322  732
     1.000    -2.000     2.000     0.000     0.000     0.000     0.000     2.000    -1.000     2.000     1.000     0.000    -0.017     0.322  733
     0.000    -2.000    -2.000    -2.000    -3.000    -3.000    -2.000    -2.000    -2.000    -2.000     1.000    -2.000    -1.657     0.322  734
     2.000     1.000    -1.000     0.000     1.000     2.000     0.000     1.000     1.000     0.000     0.000     2.000     0.142     0.322  735
     0.000    -3.000     0.000     0.000    -3.000    -3.000    -3.000    -3.000     2.000     0.000     0.000     3.000    -0.915     0.322  736
     0.000     3.000     2.000     3.000     3.000     2.000     2.000     3.000     3.000     2.000     3.000     2.000     1.588     0.322  737
     1.000     0.000     2.000     2.000     1.000     1.000     0.000     2.000     0.000     2.000     2.000     3.000     0.742     0.322  738
    -3.000    -3.000    -3.000    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.963     0.322  739
     0.000    -3.000     0.000    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000     0.000    -1.939     0.322  740
     0.000    -2.000    -1.000    -1.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000    -2.000    -1.516     0.322  741
     0.000     0.000     1.000     0.000    -2.000    -2.000     1.000     2.000     1.000     2.000     1.000     0.000     0.184     0.322  742
     3.000     0.000     2.000     3.000     0.000     0.000     1.000     3.000     0.000     3.000     1.000     2.000     0.872     0.322  743
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  744
     1.000    -1.000     1.000     0.000    -2.000    -2.000     2.000    -3.000    -3.000    -2.000     2.000    -3.000    -0.972     0.322  745
     2.000     1.000     2.000     0.000    -2.000    -2.000     1.000     1.000     1.000     1.000     2.000     2.000     0.566     0.322  746
     0.000     0.000     1.000     0.000    -1.000    -2.000     0.000    -1.000     1.000     0.000     0.000    -1.000    -0.584     0.322  747
     2.000    -3.000    -3.000     0.000    -3.000    -3.000     0.000     3.000     0.000     1.000     3.000     1.000     0.077     0.322  748
    -1.000    -2.000    -2.000    -1.000    -2.000    -2.000     0.000    -1.000    -2.000    -2.000    -1.000    -2.000    -1.600     0.322  749
         *         *         *         *         *         *    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.014     0.374  750
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  751
         *         *         *         *         *         *    -2.000     0.000    -1.000     0.000    -2.000    -2.000    -1.623     0.374  752
     1.000     1.000     1.000    -1.000    -1.000     0.000     2.000     1.000     1.000     2.000     0.000     2.000     0.418     0.322  753
     0.000    -2.000    -2.000     0.000     0.000     0.000    -2.000    -2.000    -2.000    -2.000    -2.000    -1.000    -1.770     0.322  754
     1.000     0.000     1.000     1.000     0.000     2.000     2.000     1.000     0.000     2.000     2.000     2.000     0.719     0.322  755
     0.000    -3.000     0.000     0.000    -3.000    -3.000     2.000     0.000     2.000     0.000     0.000     0.000    -0.373     0.322  756
         *         *         *         *         *         *    -3.000     0.000    -3.000    -3.000    -2.000    -3.000    -2.444     0.374  757
     1.000     0.000     1.000     3.000     2.000     1.000     2.000     1.000     1.000     3.000     1.000     2.000     0.792     0.322  758
     0.000    -1.000     0.000     0.000    -2.000    -2.000     0.000     0.000     0.000    -3.000     0.000     0.000    -0.827     0.322  759
     2.000     3.000     2.000     2.000     1.000     0.000     0.000     2.000     1.000     2.000     2.000     2.000     0.925     0.322  760
     3.000     3.000     3.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.052     0.322  761
         *         *         *         *         *         *     0.000     3.000     3.000     3.000     3.000     3.000     1.448     0.374  762
    -2.000    -1.000     0.000     0.000    -3.000    -3.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.649     0.322  763
    -1.000    -3.000    -2.000    -2.000    -2.000    -2.000     1.000    -2.000    -3.000    -2.000    -2.000     1.000    -1.621     0.322  764
     0.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.837     0.322  765
     2.000    -2.000     2.000    -2.000    -2.000    -2.000     1.000     1.000    -2.000     2.000     2.000    -1.000    -0.157     0.322  766
         *     0.000    -3.000    -2.000    -1.000    -2.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.793     0.328  767
     0.000     0.000     0.000     0.000    -1.000    -1.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.491     0.322  768
     1.000    -3.000     1.000     1.000    -2.000    -2.000    -2.000     0.000     1.000    -1.000     1.000    -2.000    -0.837     0.322  769
     1.000     0.000     0.000     0.000    -1.000    -1.000     1.000     0.000     1.000     0.000     0.000     1.000    -0.143     0.322  770
     0.000     0.000     0.000         *         *         *    -3.000     1.000    -3.000     0.000     2.000     3.000    -0.433     0.338  771
     2.000     1.000     1.000     1.000     0.000     1.000     2.000     1.000     1.000     2.000     2.000     1.000     0.785     0.322  772
     2.000    -1.000     2.000    -2.000    -2.000     1.000     2.000     2.000     1.000     1.000     2.000     2.000     0.700     0.322  773
     0.000     0.000    -3.000    -1.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000    -0.290     0.322  774
    -1.000    -1.000     0.000    -1.000    -1.000    -1.000     0.000     1.000     0.000     1.000     1.000     1.000    -0.231     0.322  775
         *         *         *         *         *         *     0.000     0.000     0.000     0.000         *         *    -0.467     0.466  776
     3.000     0.000     1.000     1.000     0.000     2.000     0.000     2.000     3.000     1.000     0.000     0.000     0.409     0.322  777
     2.000     3.000     3.000     3.000     0.000     0.000     3.000     2.000     0.000     1.000     3.000     0.000     1.116     0.322  778
     0.000     1.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000     1.000     0.000    -2.000    -3.000    -1.136     0.322  779
         *    -3.000    -3.000         *         *    -3.000     3.000     2.000     2.000     3.000     3.000     3.000     0.709     0.331  780
     0.000    -3.000     0.000     0.000    -3.000    -3.000    -3.000     0.000    -3.000    -3.000     0.000    -3.000    -1.878     0.322  781
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     1.000    -1.000     2.000    -2.000     0.000    -1.000    -1.232     0.322  782
     3.000     3.000     2.000     1.000     0.000     1.000     3.000     3.000     2.000     2.000     3.000     3.000     1.724     0.322  783
     3.000    -3.000     3.000     1.000    -3.000     1.000     2.000     2.000    -3.000    -3.000    -3.000    -3.000    -1.076     0.322  784
     1.000     0.000     0.000     0.000    -2.000    -2.000     1.000     0.000     1.000     0.000     0.000    -1.000    -0.386     0.322  785
    -3.000    -3.000    -3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.156     0.322  786
     3.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     2.000     1.000     1.242     0.322  787
    -2.000    -2.000    -2.000    -2.000    -3.000         *    -3.000     0.000     0.000    -1.000    -1.000    -2.000    -1.713     0.325  788
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  789
     0.000     0.000     0.000    -2.000    -2.000    -2.000     0.000     0.000     0.000     1.000     0.000    -2.000    -0.728     0.322  790
     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.265     0.322  791
     3.000     2.000     3.000     0.000     0.000     0.000     2.000     0.000     0.000     0.000     2.000     0.000     0.490     0.322  792
         *         *         *    -3.000    -3.000         *    -3.000    -3.000     0.000    -2.000     0.000    -3.000    -2.033     0.357  793
     3.000     3.000     3.000    -3.000    -3.000    -3.000     3.000     3.000    -3.000     3.000     3.000     3.000     1.073     0.322  794
     1.000     0.000     1.000    -1.000    -1.000    -1.000     0.000     2.000     1.000     1.000     1.000     0.000     0.069     0.322  795
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  796
     2.000     0.000     2.000     0.000    -1.000     1.000     2.000     1.000     0.000     2.000     2.000     1.000     0.639     0.322  797
     0.000     0.000     0.000     0.000    -1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.451     0.322  798
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000    -0.186     0.322  799
     2.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     2.000     0.000     1.000     1.000     0.589     0.322  800
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  801
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -3.000     3.000    -2.000     1.000    -3.000    -1.707     0.322  802
     1.000     0.000     0.000    -3.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.115     0.322  803
     2.000     1.000     1.000     3.000    -3.000     1.000     2.000     3.000     1.000     2.000     2.000     3.000     1.198     0.322  804
     0.000    -2.000     0.000    -2.000    -2.000    -2.000     2.000     0.000     0.000     0.000     0.000    -1.000    -0.605     0.322  805
     1.000     0.000     0.000     0.000    -3.000     0.000     1.000     1.000     1.000     1.000     2.000     1.000     0.330     0.322  806
     0.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000    -2.000    -2.000     1.000     1.000     0.000    -1.160     0.322  807
         *         *         *     0.000     0.000     0.000     0.000     0.000    -1.000     0.000     0.000     0.000    -0.572     0.353  808
     1.000    -1.000     1.000     0.000    -1.000    -1.000     1.000     0.000     0.000     1.000     1.000     1.000    -0.023     0.322  809
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  810
         *    -3.000     0.000    -2.000    -2.000    -3.000     1.000     1.000     2.000     1.000     2.000     1.000     0.049     0.328  811
     0.000    -3.000     0.000    -3.000    -3.000    -3.000     1.000     1.000     2.000    -2.000     2.000     1.000    -0.262     0.322  812
     2.000     3.000     1.000     2.000     3.000     0.000     2.000     2.000     3.000     2.000     2.000     3.000     1.392     0.322  813
     0.000    -1.000     2.000    -2.000    -2.000    -2.000     0.000     0.000    -2.000    -2.000     0.000    -2.000    -1.094     0.322  814
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  815
     2.000    -3.000     0.000    -3.000    -3.000    -3.000     0.000     2.000    -3.000     0.000     0.000     1.000    -0.750     0.322  816
         *         *         *         *         *         *     3.000     0.000     2.000     0.000     2.000     0.000     0.512     0.374  817
     1.000     2.000     1.000     1.000    -2.000    -2.000    -1.000     0.000     0.000     0.000     1.000     1.000    -0.158     0.322  818
     3.000    -3.000     2.000     0.000     0.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     1.459     0.322  819
     2.000     1.000     2.000     2.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.104     0.322  820
     3.000     1.000     2.000     2.000     2.000     3.000     3.000     2.000     1.000     2.000     3.000     3.000     1.562     0.322  821
    -1.000    -3.000     0.000    -3.000    -3.000    -3.000    -3.000    -1.000    -3.000    -3.000    -3.000    -3.000    -2.562     0.322  822
     0.000     0.000     0.000    -3.000    -3.000    -3.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.698     0.322  823
         *         *         *     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.334     0.353  824
    -2.000    -2.000     0.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000     1.000    -2.000    -2.000    -1.824     0.322  825
     0.000    -2.000     0.000     0.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000     0.000     0.000    -1.066     0.322  826
     1.000    -3.000     2.000     3.000     0.000     1.000     3.000     2.000     2.000     2.000     1.000     1.000     0.760     0.322  827
    -3.000    -3.000    -2.000    -1.000    -2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     0.321     0.322  828
     1.000     2.000     1.000    -2.000    -3.000     1.000     2.000     1.000     1.000    -1.000     2.000     0.000     0.329     0.322  829
     3.000    -3.000     3.000     0.000    -2.000    -2.000     2.000     1.000     2.000     2.000     2.000     2.000     0.706     0.322  830
     2.000     2.000     2.000     2.000     2.000     2.000     3.000     2.000     1.000     1.000     3.000     2.000     1.356     0.322  831
    -3.000    -3.000     3.000     0.000    -3.000    -3.000     3.000     0.000     3.000     0.000     0.000     2.000    -0.001     0.322  832
     0.000    -1.000     1.000     0.000    -1.000     0.000     1.000     0.000    -1.000     0.000     1.000     0.000    -0.297     0.322  833
     2.000    -2.000     1.000    -1.000    -2.000    -2.000     1.000     0.000    -1.000     1.000     1.000     1.000    -0.202     0.322  834
     1.000     2.000     3.000     3.000     2.000     2.000     3.000     2.000     2.000     2.000     1.000     3.000     1.356     0.322  835
     2.000     2.000     2.000     1.000     0.000    -2.000     0.000     0.000     2.000     2.000     1.000     2.000     0.499     0.322  836
     2.000     1.000     0.000    -1.000         *         *     2.000     2.000     2.000     2.000     2.000     3.000     0.978     0.327  837
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.273     0.322  838
     2.000     3.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     1.725     0.322  839
     0.000    -2.000     0.000     0.000    -1.000    -1.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.499     0.322  840
     2.000     0.000     1.000    -2.000    -3.000     0.000     3.000     2.000     0.000     0.000     2.000     0.000     0.416     0.322  841
     2.000     1.000     3.000     0.000     1.000     2.000     3.000     1.000     2.000     2.000     2.000     2.000     1.190     0.322  842
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  843
     2.000    -3.000     0.000    -3.000    -3.000    -3.000     0.000     0.000     0.000     2.000     0.000     2.000    -0.424     0.322  844
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.413     0.322  845
     1.000    -2.000     2.000    -2.000    -2.000     1.000     2.000     3.000     0.000     2.000     3.000     2.000     0.812     0.322  846
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -3.000    -2.000    -3.000     0.000    -2.542     0.322  847
     0.000    -2.000     0.000     1.000     0.000     0.000    -2.000    -1.000     0.000     0.000     0.000     0.000    -0.836     0.322  848
     3.000     3.000     3.000     1.000    -1.000     0.000     3.000     3.000    -1.000    -2.000    -2.000    -2.000    -0.045     0.322  849
         *         *         *         *         *         *     0.000     0.000     0.000     0.000     0.000     0.000    -0.560     0.374  850
         *         *         *     0.000         *         *    -1.000    -2.000     0.000    -3.000         *     1.000    -1.102     0.401  851
     3.000    -1.000     3.000     3.000     3.000    -3.000     3.000     2.000     0.000     3.000     3.000     0.000     0.999     0.322  853
    -2.000    -2.000    -1.000     1.000    -1.000     1.000     0.000    -1.000     1.000     2.000     0.000    -1.000    -0.600     0.322  854
