         *         *         *         *         *         *         *     0.000         *         *         *         *    -0.401     0.712    1
     2.000    -3.000     1.000     0.000    -1.000    -3.000     1.000    -2.000     1.000    -2.000     1.000     1.000    -0.490     0.322 1164
     1.000     1.000     3.000     1.000     1.000     2.000     0.000     0.000     0.000    -1.000     0.000    -1.000    -0.230     0.322 1165
     1.000     3.000     1.000     2.000     3.000     1.000     0.000     1.000     2.000     1.000     1.000     0.000     0.470     0.322 1166
     1.000     2.000     2.000     1.000     2.000     3.000     3.000     2.000     1.000     3.000     3.000     3.000     1.553     0.322 1167
     3.000     0.000     0.000    -3.000    -3.000    -3.000    -3.000     0.000     0.000     0.000     0.000     3.000    -0.579     0.322 1168
     3.000     0.000     3.000     0.000    -2.000     0.000     3.000     1.000     0.000     0.000     1.000     1.000     0.505     0.322 1169
     2.000     0.000     1.000     3.000     3.000     3.000     2.000     2.000     2.000     1.000     2.000     2.000     1.110     0.322 1170
     1.000    -1.000    -2.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000    -0.166     0.322 1171
     2.000     2.000     2.000     0.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.093     0.322 1172
     0.000    -2.000     0.000    -2.000    -2.000    -2.000    -2.000    -1.000    -2.000     1.000     0.000    -1.000    -1.240     0.322 1173
    -1.000    -2.000    -1.000    -2.000    -2.000    -2.000     0.000    -2.000    -2.000    -2.000    -1.000    -2.000    -1.680     0.322 1174
     3.000    -3.000     3.000     3.000     3.000    -2.000     3.000     0.000     3.000     3.000     1.000     3.000     1.000     0.322 1175
     2.000    -2.000     2.000    -2.000    -3.000    -2.000    -3.000    -3.000    -3.000    -3.000     1.000    -3.000    -1.781     0.322 1176
     2.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     2.000     2.000     2.000     2.000     0.788     0.322 1177
     2.000     1.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     2.000     3.000     1.000     1.215     0.322 1178
     3.000    -3.000     0.000    -2.000    -2.000    -2.000     2.000    -2.000     1.000    -2.000     1.000    -2.000    -0.702     0.322 1179
     2.000     3.000     2.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     1.678     0.322 1180
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -2.000     0.000     0.000     0.000    -0.617     0.322 1181
     0.000     1.000         *    -2.000    -3.000    -3.000     0.000     0.000    -1.000     1.000     0.000    -2.000    -0.826     0.327 1182
     3.000     2.000     2.000     2.000     3.000     3.000     3.000     2.000     2.000     3.000     3.000     3.000     1.795     0.322 1183
     2.000     2.000     2.000     1.000     2.000     1.000    -3.000     1.000    -3.000    -3.000    -2.000     2.000    -0.847     0.322 1184
     1.000     2.000     2.000     0.000     0.000     1.000    -2.000     3.000     2.000     1.000     2.000     3.000     0.752     0.322 1185
     2.000    -2.000    -3.000     1.000    -2.000    -2.000     2.000     2.000     2.000     2.000     2.000    -1.000     0.265     0.322 1186
    -2.000    -3.000    -2.000    -3.000    -3.000    -3.000    -3.000    -2.000    -3.000    -3.000    -2.000    -3.000    -2.660     0.322 1187
     1.000     0.000     0.000    -2.000    -3.000    -3.000     0.000     3.000     0.000     3.000     0.000     3.000     0.183     0.322 1188
     2.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     0.000     2.000     3.000     0.815     0.322 1190
     0.000     0.000     0.000    -1.000    -2.000    -2.000    -1.000     2.000     0.000     1.000     2.000     2.000     0.054     0.322 1191
     1.000    -2.000     1.000    -2.000    -3.000    -3.000    -1.000     1.000     2.000     2.000     2.000     3.000     0.206     0.322 1192
     2.000     0.000     0.000    -2.000    -2.000    -3.000     2.000     2.000    -2.000     2.000     2.000     0.000     0.124     0.322 1193
     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     1.000     2.000     1.000     1.000     0.445     0.322 1194
    -2.000    -2.000    -2.000     2.000     2.000     1.000     2.000    -2.000     1.000     0.000     0.000     0.000    -0.506     0.322 1195
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322 1196
    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000    -3.000    -2.512     0.322 1197
    -1.000     3.000     3.000    -3.000    -3.000    -3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.387     0.322 1198
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     2.000     3.000     0.000     2.000     1.000     1.000    -0.290     0.322 1199
     2.000     1.000     3.000     0.000    -3.000     0.000     2.000     2.000     3.000     3.000     2.000     3.000     1.308     0.322 1200
     2.000     3.000     2.000     2.000     1.000     2.000     3.000     2.000     3.000     2.000     3.000     3.000     1.751     0.322 1201
     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000     1.000     0.000     0.000     0.000    -0.445     0.322 1202
    -3.000    -3.000    -1.000    -2.000    -2.000    -2.000     0.000    -2.000    -2.000    -1.000     0.000    -2.000    -1.627     0.322 1203
     2.000    -2.000     0.000     0.000     0.000     0.000    -2.000    -2.000    -1.000    -1.000     0.000     0.000    -1.020     0.322 1204
     1.000     1.000     0.000    -1.000    -2.000     0.000     0.000     1.000     1.000     1.000     1.000    -1.000    -0.080     0.322 1205
         *    -2.000    -3.000     2.000     2.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000    -0.153     0.328 1206
     2.000     0.000    -1.000     1.000    -2.000    -2.000     2.000     3.000     3.000     3.000     2.000     3.000     1.118     0.322 1207
     2.000     2.000     2.000    -2.000    -2.000    -2.000     2.000     3.000     3.000     3.000     2.000     2.000     1.178     0.322 1208
    -1.000    -3.000     0.000    -2.000    -1.000     0.000     2.000    -1.000     0.000     0.000     1.000    -2.000    -0.672     0.322 1209
     1.000     1.000     1.000     0.000     0.000    -1.000     1.000     1.000    -1.000     1.000     1.000     1.000     0.111     0.322 1210
         *         *         *     1.000    -3.000         *    -2.000     1.000    -1.000    -1.000     1.000    -1.000    -0.852     0.357 1211
     2.000     2.000     1.000     1.000     0.000     0.000     2.000     1.000     1.000     1.000     1.000     1.000     0.584     0.322 1212
    -2.000     0.000     0.000    -2.000    -2.000    -2.000     2.000     0.000     0.000     0.000     1.000     1.000    -0.259     0.322 1213
     3.000     1.000     0.000     3.000     3.000     1.000     3.000     3.000     2.000     3.000     3.000     3.000     1.690     0.322 1214
     0.000     0.000    -2.000     0.000     0.000    -2.000     0.000     2.000     1.000     2.000     0.000     2.000     0.001     0.322 1215
     0.000    -3.000    -3.000     0.000    -2.000    -3.000    -3.000    -3.000    -3.000    -1.000    -3.000    -3.000    -2.570     0.322 1216
     1.000     1.000     2.000     1.000     2.000     1.000     1.000     2.000     1.000     2.000     1.000     2.000     0.736     0.322 1217
     1.000    -1.000     0.000     1.000    -1.000     0.000     1.000     0.000    -2.000    -1.000     1.000    -1.000    -0.515     0.322 1218
     2.000     2.000     1.000     1.000    -1.000     0.000     2.000     3.000     2.000     0.000     2.000     0.000     0.820     0.322 1219
    -2.000    -3.000    -3.000    -2.000    -3.000    -2.000     0.000    -3.000     0.000    -2.000     0.000    -3.000    -1.767     0.322 1220
    -2.000    -3.000    -2.000    -3.000    -3.000    -3.000     0.000     0.000    -2.000     0.000     0.000     1.000    -1.158     0.322 1221
     2.000     3.000     2.000     2.000     3.000     2.000     1.000     2.000     3.000     2.000     1.000     3.000     1.265     0.322 1222
     1.000    -1.000    -1.000    -1.000    -1.000    -1.000     2.000     1.000     1.000     1.000     1.000     0.000     0.042     0.322 1223
     3.000     0.000     3.000     3.000     0.000     3.000     0.000     3.000     2.000     3.000     3.000     3.000     1.489     0.322 1224
     2.000     3.000     2.000     2.000     3.000     3.000     3.000     2.000     2.000     3.000     3.000     3.000     1.800     0.322 1225
     3.000    -3.000     2.000     2.000     0.000    -3.000    -3.000    -3.000    -3.000    -3.000     2.000     2.000    -1.029     0.322 1226
     3.000     3.000     3.000     2.000     3.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     2.043     0.322 1227
     2.000     2.000     2.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     1.351     0.322 1228
     2.000     1.000     1.000     0.000    -1.000     1.000     1.000     0.000     2.000    -1.000     1.000     0.000     0.158     0.322 1229
         *         *         *     0.000     0.000     0.000    -1.000     1.000     1.000     1.000         *     1.000    -0.025     0.393 1230
     0.000     0.000     0.000    -2.000    -2.000    -2.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.612     0.322 1231
     1.000    -1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000    -1.000     1.000     0.000    -0.249     0.322 1232
     0.000    -1.000     0.000     0.000    -2.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.085     0.322 1233
     1.000    -1.000     0.000     1.000     2.000     3.000     2.000     1.000     1.000     2.000     2.000     2.000     0.763     0.322 1234
     1.000     1.000     0.000     1.000     0.000     1.000     2.000     2.000     1.000     2.000     2.000     2.000     0.872     0.322 1235
     3.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.941     0.322 1236
     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     0.198     0.322 1237
     1.000    -2.000     1.000     0.000    -3.000    -2.000     1.000     3.000     1.000     3.000     2.000     1.000     0.517     0.322 1238
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000     2.000     2.000     3.000     0.758     0.322 1239
     3.000    -3.000     0.000    -3.000    -3.000    -3.000    -3.000     3.000    -3.000    -3.000    -3.000    -3.000    -1.975     0.322 1240
    -1.000    -1.000    -1.000     1.000     1.000    -1.000     2.000     1.000     2.000     1.000     2.000     2.000     0.451     0.322 1241
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     1.000    -3.000    -1.000    -3.000    -3.000    -3.000    -2.381     0.322 1242
     0.000    -1.000     1.000    -1.000    -2.000    -2.000     0.000    -1.000    -2.000    -2.000     0.000     0.000    -1.008     0.322 1243
     3.000     2.000     1.000     0.000     0.000    -2.000     3.000     2.000     3.000     1.000     1.000     2.000     0.999     0.322 1244
     2.000    -1.000     1.000    -1.000    -2.000    -2.000     2.000    -1.000     2.000     1.000     1.000     1.000     0.139     0.322 1245
     3.000    -2.000     1.000     0.000    -2.000    -2.000     1.000     0.000     2.000     3.000     1.000     3.000     0.494     0.322 1246
         *         *         *         *         *         *     0.000    -2.000     0.000     0.000         *         *    -0.856     0.466 1247
     3.000    -2.000    -2.000     2.000     3.000    -2.000     2.000     2.000     3.000     2.000     2.000     3.000     0.930     0.322 1248
     0.000    -2.000     0.000     1.000     0.000     0.000     1.000     2.000     2.000     1.000     2.000     2.000     0.504     0.322 1249
    -1.000    -2.000    -1.000    -2.000    -2.000    -2.000    -1.000    -2.000    -2.000    -2.000    -1.000    -2.000    -1.790     0.322 1250
